Transcript.ID GC_content length CNCI PLEK CPC2 PLncPRO Transdecoder
TRINITY_DN14140_c1_g1_i10 0.3911213970124132 4753 coding coding coding 1 complete
TRINITY_DN14103_c0_g1_i1 0.38647624599242203 3431 coding coding coding 1 complete
TRINITY_DN14191_c0_g1_i2 0.38916037316748114 2251 coding coding coding 1 3prime_partial
TRINITY_DN14124_c0_g1_i1 0.416555998229305 2259 coding coding coding 1 complete
TRINITY_DN14124_c0_g1_i2 0.3950617283950617 2025 coding coding coding 1 complete
TRINITY_DN14105_c0_g1_i1 0.393526405451448 1174 coding coding coding 1 complete
TRINITY_DN14105_c0_g1_i3 0.39565217391304347 1150 coding coding coding 1 complete
TRINITY_DN14143_c0_g1_i1 0.40134278254382694 2681 coding coding coding 1 complete
TRINITY_DN14143_c0_g1_i2 0.40203000882612533 2266 coding coding coding 1 complete
TRINITY_DN14112_c1_g4_i1 0.4272593681116826 2722 coding coding coding 1 3prime_partial
TRINITY_DN14135_c0_g1_i16 0.41630434782608694 3680 coding coding coding 1 complete
TRINITY_DN14170_c0_g1_i10 0.3333333333333333 387 coding coding coding 1 5prime_partial
TRINITY_DN14126_c0_g1_i12 0.3870967741935484 806 coding coding coding 1 5prime_partial
TRINITY_DN14176_c0_g1_i5 0.4505978602894902 3178 coding coding coding 1 complete
TRINITY_DN14176_c0_g1_i1 0.4476416493622071 3371 coding coding coding 1 complete
TRINITY_DN14176_c0_g2_i3 0.4475460122699387 3260 coding coding coding 1 complete
TRINITY_DN14176_c0_g2_i2 0.45049813200498134 3212 coding coding coding 1 complete
TRINITY_DN14160_c0_g1_i1 0.3804483188044832 1606 coding coding coding 1 complete
TRINITY_DN14160_c0_g1_i3 0.3786163522012579 1590 coding coding coding 1 complete
TRINITY_DN14224_c0_g1_i10 0.40992167101827676 1915 coding coding coding 1 complete
TRINITY_DN14293_c0_g1_i1 0.40498220640569393 1405 coding coding coding 1 complete
TRINITY_DN14293_c0_g1_i2 0.40711743772241993 1405 coding coding coding 1 complete
TRINITY_DN14241_c0_g1_i5 0.4456654456654457 819 coding coding coding 1 complete
TRINITY_DN14225_c1_g1_i2 0.42770628311884934 1321 coding coding coding 1 complete
TRINITY_DN14211_c0_g1_i5 0.48024316109422494 658 coding coding coding 1 5prime_partial
TRINITY_DN14211_c0_g1_i7 0.4819277108433735 581 coding coding coding 1 5prime_partial
TRINITY_DN14211_c0_g1_i1 0.4722617354196302 703 coding coding coding 1 5prime_partial
TRINITY_DN14211_c0_g1_i2 0.47368421052631576 703 coding coding coding 1 5prime_partial
TRINITY_DN14234_c0_g1_i2 0.43451025056947606 1756 coding coding coding 1 complete
TRINITY_DN14234_c0_g1_i3 0.44372574385511 1546 coding coding coding 1 complete
TRINITY_DN14250_c0_g1_i1 0.4444444444444444 1719 coding coding coding 1 3prime_partial
TRINITY_DN14250_c0_g1_i3 0.44228274967574577 1542 coding coding coding 1 3prime_partial
TRINITY_DN14227_c0_g1_i4 0.4072538860103627 1930 coding coding coding 1 complete
TRINITY_DN14227_c0_g1_i1 0.40671641791044777 1876 coding coding coding 1 complete
TRINITY_DN14227_c0_g1_i2 0.4033477321814255 1852 coding coding coding 1 complete
TRINITY_DN14227_c0_g1_i3 0.40801757276221856 1821 coding coding coding 1 complete
TRINITY_DN14283_c0_g1_i4 0.39260385005065856 1974 coding coding coding 1 complete
TRINITY_DN14283_c0_g1_i5 0.3923679060665362 2044 coding coding coding 1 complete
TRINITY_DN14283_c0_g1_i6 0.39873703202525934 2217 coding coding coding 1 complete
TRINITY_DN14283_c0_g1_i7 0.3931873479318735 2055 coding coding coding 1 complete
TRINITY_DN14283_c0_g1_i1 0.39618138424821003 2095 coding coding coding 1 complete
TRINITY_DN14283_c0_g1_i8 0.393790044356826 2029 coding coding coding 1 complete
TRINITY_DN14283_c0_g1_i9 0.3989734017732151 2143 coding coding coding 1 complete
TRINITY_DN14283_c0_g1_i17 0.3955681282413956 2121 coding coding coding 1 complete
TRINITY_DN14283_c0_g1_i15 0.3917525773195876 1940 coding coding coding 1 complete
TRINITY_DN14283_c0_g1_i13 0.3961499493414387 1974 coding coding coding 1 complete
TRINITY_DN14247_c0_g1_i6 0.39490445859872614 1099 coding coding coding 1 complete
TRINITY_DN14247_c0_g1_i3 0.37924016282225237 1474 coding coding coding 1 complete
TRINITY_DN14270_c0_g2_i2 0.40178129638792676 2021 coding coding coding 1 3prime_partial
TRINITY_DN14312_c0_g1_i3 0.451802179379715 1193 coding coding coding 1 3prime_partial
TRINITY_DN14367_c0_g1_i4 0.39624183006535946 1224 coding coding coding 1 complete
TRINITY_DN14367_c0_g1_i5 0.41760089686098656 1784 coding coding coding 1 complete
TRINITY_DN14367_c0_g1_i6 0.4166157605375687 1637 coding coding coding 1 complete
TRINITY_DN14367_c0_g1_i1 0.41717049576783555 1654 coding coding coding 1 complete
TRINITY_DN14367_c0_g1_i9 0.3951946975973488 1207 coding coding coding 1 complete
TRINITY_DN14305_c0_g1_i6 0.42702702702702705 2220 coding coding coding 1 complete
TRINITY_DN14305_c0_g1_i2 0.4210087536473531 2399 coding coding coding 1 complete
TRINITY_DN14305_c0_g1_i9 0.42003367003367004 2376 coding coding coding 1 complete
TRINITY_DN14305_c0_g1_i10 0.3715058611361587 2218 coding coding coding 1 complete
TRINITY_DN14336_c0_g2_i1 0.3779411764705882 680 coding coding coding 1 5prime_partial
TRINITY_DN14336_c0_g2_i2 0.3941368078175896 614 coding coding coding 1 5prime_partial
TRINITY_DN14314_c0_g1_i1 0.4017857142857143 2464 coding coding coding 1 complete
TRINITY_DN14314_c0_g1_i3 0.40738940204180846 2057 coding coding coding 1 complete
TRINITY_DN14384_c0_g1_i4 0.49056603773584906 1272 coding coding coding 1 3prime_partial
TRINITY_DN14384_c0_g1_i5 0.49239681390296886 1381 coding coding coding 1 3prime_partial
TRINITY_DN14384_c0_g1_i7 0.4448979591836735 2205 coding coding coding 1 complete
TRINITY_DN14384_c0_g1_i1 0.44499105545617174 2236 coding coding coding 1 complete
TRINITY_DN14384_c0_g1_i2 0.4882246376811594 1104 coding coding coding 1 3prime_partial
TRINITY_DN14384_c0_g1_i3 0.4882246376811594 1104 coding coding coding 1 3prime_partial
TRINITY_DN14384_c0_g1_i8 0.5154285714285715 875 coding coding coding 1 internal
TRINITY_DN14384_c0_g1_i9 0.4890788224121557 1053 coding coding coding 1 3prime_partial
TRINITY_DN14384_c0_g1_i12 0.4894613583138173 1281 coding coding coding 1 3prime_partial
TRINITY_DN14384_c0_g1_i10 0.4904214559386973 1044 coding coding coding 1 3prime_partial
TRINITY_DN14377_c0_g1_i4 0.39906103286384975 3408 coding coding coding 1 complete
TRINITY_DN14377_c0_g1_i5 0.4014976958525346 3472 coding coding coding 1 complete
TRINITY_DN14377_c0_g1_i6 0.39334705075445814 2916 coding coding coding 1 complete
TRINITY_DN14377_c0_g1_i2 0.39928592680749775 3361 coding coding coding 1 complete
TRINITY_DN14377_c0_g1_i3 0.39037433155080214 2805 coding coding coding 1 complete
TRINITY_DN14315_c0_g1_i1 0.41446028513238287 1964 coding coding coding 1 complete
TRINITY_DN14315_c0_g1_i2 0.4086282113427048 2063 coding coding coding 1 complete
TRINITY_DN14481_c0_g1_i1 0.42599843382928737 1277 coding coding coding 1 complete
TRINITY_DN14443_c0_g1_i1 0.40442338072669826 1266 coding coding coding 1 complete
TRINITY_DN14486_c0_g1_i4 0.49406910778751933 1939 coding coding coding 1 complete
TRINITY_DN14486_c0_g1_i5 0.5157819225251076 1394 coding coding coding 1 complete
TRINITY_DN14486_c0_g1_i6 0.4288659793814433 2425 coding coding coding 1 complete
TRINITY_DN14416_c0_g1_i1 0.373994070309191 2361 coding coding coding 1 complete
TRINITY_DN14416_c0_g1_i2 0.37451235370611186 2307 coding coding coding 1 complete
TRINITY_DN14434_c0_g2_i2 0.42492492492492495 1332 coding coding coding 1 5prime_partial
TRINITY_DN14420_c0_g3_i2 0.4104602510460251 2390 coding coding coding 1 complete
TRINITY_DN14432_c0_g1_i1 0.43710191082802546 1256 coding coding coding 1 complete
TRINITY_DN14427_c0_g3_i1 0.3879151291512915 2168 coding coding coding 1 complete
TRINITY_DN14489_c0_g1_i4 0.46168768186226966 2062 coding coding coding 1 complete
TRINITY_DN14489_c0_g1_i5 0.4675 2400 coding coding coding 1 complete
TRINITY_DN14489_c0_g1_i1 0.47324159021406725 1308 coding coding coding 1 5prime_partial
TRINITY_DN14489_c0_g1_i2 0.4584588893671976 2323 coding coding coding 1 complete
TRINITY_DN14489_c0_g1_i3 0.46625 2400 coding coding coding 1 complete
TRINITY_DN14492_c0_g1_i4 0.41963578780680916 1263 coding coding coding 1 complete
TRINITY_DN14492_c0_g1_i1 0.4162962962962963 1350 coding coding coding 1 complete
TRINITY_DN14576_c0_g1_i6 0.35691318327974275 1244 coding coding coding 1 complete
TRINITY_DN14576_c0_g1_i3 0.3333333333333333 1029 coding coding coding 1 complete
TRINITY_DN14576_c0_g1_i12 0.35039653929343906 1387 coding coding coding 1 complete
TRINITY_DN14576_c0_g1_i10 0.34255444379046496 1699 coding coding coding 1 complete
TRINITY_DN14590_c0_g1_i1 0.3849929873772791 2852 coding coding coding 1 complete
TRINITY_DN14590_c0_g1_i2 0.40906775343861435 1963 coding coding coding 1 complete
TRINITY_DN14568_c0_g1_i2 0.3651507139079852 3782 coding coding coding 1 complete
TRINITY_DN14511_c3_g3_i1 0.45454545454545453 1265 coding coding coding 1 complete
TRINITY_DN14553_c0_g1_i2 0.41003911342894395 1534 coding coding coding 1 complete
TRINITY_DN14525_c0_g1_i1 0.38127742564602635 2051 coding coding coding 1 complete
TRINITY_DN14525_c0_g1_i3 0.3863399374348279 1918 coding coding coding 1 complete
TRINITY_DN14515_c0_g1_i6 0.40682095006090135 4105 coding coding coding 1 complete
TRINITY_DN14515_c0_g1_i7 0.407015857760692 4162 coding coding coding 1 complete
TRINITY_DN14515_c0_g1_i1 0.4107035478051714 3326 coding coding coding 1 complete
TRINITY_DN14515_c0_g1_i2 0.40706455542021924 4105 coding coding coding 1 complete
TRINITY_DN14515_c0_g1_i3 0.4072561268620855 4162 coding coding coding 1 complete
TRINITY_DN14515_c0_g1_i9 0.403486529318542 3155 coding coding coding 1 complete
TRINITY_DN14580_c9_g1_i1 0.44715447154471544 1230 coding coding coding 1 3prime_partial
TRINITY_DN14550_c0_g1_i1 0.3983855650522317 2106 coding coding coding 1 complete
TRINITY_DN14504_c0_g1_i1 0.37872683319903305 1241 coding coding coding 1 complete
TRINITY_DN14630_c0_g1_i10 0.5988857938718662 359 coding coding coding 1 5prime_partial
TRINITY_DN14648_c0_g1_i1 0.40415704387990764 3031 coding coding coding 1 complete
TRINITY_DN14648_c0_g1_i3 0.41161706704912154 2789 coding coding coding 1 complete
TRINITY_DN14673_c0_g1_i1 0.42380068910681157 3773 coding coding coding 1 complete
TRINITY_DN14613_c0_g1_i3 0.42578125 1280 coding coding coding 1 complete
TRINITY_DN14635_c0_g1_i1 0.44543650793650796 1008 coding coding coding 1 3prime_partial
TRINITY_DN14674_c0_g2_i1 0.4632302405498282 1455 coding coding coding 1 complete
TRINITY_DN14730_c0_g1_i1 0.40894568690095845 939 coding coding coding 1 complete
TRINITY_DN14746_c0_g1_i4 0.40535868625756266 3471 coding coding coding 1 complete
TRINITY_DN14746_c0_g1_i1 0.4072948328267477 3290 coding coding coding 1 complete
TRINITY_DN14746_c0_g1_i2 0.40471281296023565 3395 coding coding coding 1 complete
TRINITY_DN14746_c0_g1_i3 0.4029642058165548 3576 coding coding coding 1 complete
TRINITY_DN14745_c0_g1_i6 0.4035264483627204 1985 coding coding coding 1 complete
TRINITY_DN14706_c0_g1_i5 0.4037453183520599 2670 coding coding coding 1 complete
TRINITY_DN14706_c0_g1_i6 0.4201424211597152 1966 coding coding coding 1 complete
TRINITY_DN14706_c0_g1_i1 0.40293696275071633 2792 coding coding coding 1 complete
TRINITY_DN14706_c0_g1_i3 0.39579557810801014 2759 coding coding coding 1 complete
TRINITY_DN14739_c2_g2_i2 0.5061199510403916 1634 coding coding coding 1 5prime_partial
TRINITY_DN14739_c2_g2_i1 0.4975520195838433 1634 coding coding coding 1 3prime_partial
TRINITY_DN14761_c0_g1_i1 0.3937947494033413 838 coding coding coding 1 complete
TRINITY_DN14761_c0_g1_i2 0.3954943679599499 799 coding coding coding 1 complete
TRINITY_DN14761_c0_g1_i3 0.39203084832904883 778 coding coding coding 1 complete
TRINITY_DN14768_c0_g1_i1 0.40397553516819573 3270 coding coding coding 1 complete
TRINITY_DN14768_c0_g1_i2 0.40632054176072235 3101 coding coding coding 1 complete
TRINITY_DN14854_c0_g1_i1 0.3921901528013582 2356 coding coding coding 1 complete
TRINITY_DN14854_c0_g1_i2 0.3897119341563786 2430 coding coding coding 1 complete
TRINITY_DN14854_c0_g1_i3 0.4034313725490196 2040 coding coding coding 1 complete
TRINITY_DN14867_c1_g1_i1 0.4441489361702128 1128 coding coding coding 1 complete
TRINITY_DN14898_c0_g1_i6 0.37529002320185617 1724 coding coding coding 1 5prime_partial
TRINITY_DN14898_c0_g1_i1 0.37785171102661597 2104 coding coding coding 1 complete
TRINITY_DN14898_c0_g1_i2 0.37522686025408347 2204 coding coding coding 1 complete
TRINITY_DN14898_c0_g1_i3 0.37225877192982454 1824 coding coding coding 1 5prime_partial
TRINITY_DN14865_c0_g4_i1 0.38394415357766143 2292 coding coding coding 1 3prime_partial
TRINITY_DN14872_c0_g1_i3 0.3829465186680121 3964 coding coding coding 1 complete
TRINITY_DN14872_c0_g1_i9 0.3775310254735467 3062 coding coding coding 1 complete
TRINITY_DN14872_c0_g1_i16 0.3764861294583884 3028 coding coding coding 1 complete
TRINITY_DN14872_c0_g1_i14 0.3821882951653944 3930 coding coding coding 1 complete
TRINITY_DN14872_c0_g1_i15 0.38233724653148343 3748 coding coding coding 1 complete
TRINITY_DN14872_c0_g1_i12 0.3823604384399694 3923 coding coding coding 1 complete
TRINITY_DN14872_c0_g1_i13 0.38158909745435843 3889 coding coding coding 1 complete
TRINITY_DN14872_c0_g1_i10 0.38313061872025383 3782 coding coding coding 1 complete
TRINITY_DN14806_c1_g2_i1 0.5015243902439024 1968 coding coding coding 1 complete
TRINITY_DN14813_c0_g2_i8 0.3941060903732809 2545 coding coding coding 1 complete
TRINITY_DN14813_c0_g2_i1 0.3923633969716919 3038 coding coding coding 1 complete
TRINITY_DN14813_c0_g2_i3 0.40265314085056575 5126 coding coding coding 1 complete
TRINITY_DN14813_c0_g2_i2 0.40397843465328126 5379 coding coding coding 1 complete
TRINITY_DN14813_c0_g2_i5 0.400903342366757 5535 coding coding coding 1 complete
TRINITY_DN14813_c0_g2_i4 0.39742673338098644 2798 coding coding coding 1 complete
TRINITY_DN14813_c0_g2_i7 0.4158482898747037 2953 coding coding coding 1 complete
TRINITY_DN14813_c0_g2_i6 0.39845758354755784 2723 coding coding coding 1 complete
TRINITY_DN14877_c0_g1_i4 0.3536776212832551 3195 coding coding coding 1 complete
TRINITY_DN14877_c0_g1_i5 0.3540819518298405 3197 coding coding coding 1 complete
TRINITY_DN14877_c0_g1_i1 0.36945169712793735 766 coding coding coding 1 complete
TRINITY_DN14868_c0_g1_i1 0.3697056712132089 1393 coding coding coding 1 complete
TRINITY_DN14823_c0_g1_i1 0.39335180055401664 1083 coding coding coding 1 complete
TRINITY_DN14878_c0_g1_i2 0.39789277967152153 3227 coding coding coding 1 5prime_partial
TRINITY_DN14850_c0_g1_i4 0.42174629324546953 2428 coding coding coding 1 complete
TRINITY_DN14850_c0_g1_i1 0.41811460258780037 2705 coding coding coding 1 complete
TRINITY_DN14850_c0_g1_i2 0.4347173586793397 1999 coding coding coding 1 complete
TRINITY_DN14973_c0_g1_i4 0.368836291913215 1521 coding coding coding 1 complete
TRINITY_DN14973_c0_g1_i1 0.3530640668523677 1436 coding coding coding 1 complete
TRINITY_DN14973_c0_g1_i2 0.37984084880636604 1885 coding coding coding 1 complete
TRINITY_DN14973_c0_g1_i3 0.37964458804523427 1857 coding coding coding 1 complete
TRINITY_DN14975_c1_g1_i4 0.40864799025578563 1642 coding coding coding 1 complete
TRINITY_DN14975_c1_g1_i1 0.40364963503649637 1370 coding coding coding 1 complete
TRINITY_DN14975_c1_g1_i3 0.4166666666666667 1680 coding coding coding 1 complete
TRINITY_DN14975_c1_g1_i2 0.40934065934065933 1456 coding coding coding 1 complete
TRINITY_DN14976_c0_g1_i1 0.4011954992967651 2844 coding coding coding 1 complete
TRINITY_DN14976_c0_g1_i2 0.4 3465 coding coding coding 1 complete
TRINITY_DN14976_c0_g1_i3 0.4007042253521127 2840 coding coding coding 1 complete
TRINITY_DN14900_c1_g1_i9 0.42723880597014924 1072 coding coding coding 1 complete
TRINITY_DN14900_c1_g1_i8 0.4280442804428044 1084 coding coding coding 1 complete
TRINITY_DN14900_c1_g1_i4 0.43613707165109034 963 coding coding coding 1 complete
TRINITY_DN14900_c1_g1_i6 0.44852191641182465 981 coding coding coding 1 complete
TRINITY_DN14900_c1_g1_i3 0.445993031358885 861 coding coding coding 1 complete
TRINITY_DN14900_c1_g1_i2 0.4176470588235294 1190 coding coding coding 1 complete
TRINITY_DN14900_c1_g1_i16 0.44469783352337516 877 coding coding coding 1 5prime_partial
TRINITY_DN14900_c1_g1_i10 0.44930875576036866 868 coding coding coding 1 complete
TRINITY_DN14900_c1_g1_i18 0.4470842332613391 926 coding coding coding 1 complete
TRINITY_DN14948_c0_g1_i1 0.44499586435070304 1209 coding coding coding 1 complete
TRINITY_DN14948_c0_g1_i2 0.4438860971524288 1194 coding coding coding 1 complete
TRINITY_DN14910_c0_g1_i1 0.4143337066069429 2679 coding coding coding 1 complete
TRINITY_DN14963_c0_g1_i1 0.4121863799283154 3348 coding coding coding 1 complete
TRINITY_DN14953_c0_g1_i1 0.419773095623987 617 coding coding coding 1 5prime_partial
TRINITY_DN14970_c0_g1_i4 0.4325897187196896 2062 coding coding coding 1 complete
TRINITY_DN14970_c0_g1_i1 0.43476167549350025 2077 coding coding coding 1 complete
TRINITY_DN14970_c0_g1_i3 0.43468045112781956 2128 coding coding coding 1 complete
TRINITY_DN14937_c0_g2_i1 0.4245716673631425 2393 coding coding coding 1 complete
TRINITY_DN14961_c0_g1_i2 0.38336713995943206 2465 coding coding coding 1 complete
TRINITY_DN14961_c0_g1_i3 0.39553429027113235 1881 coding coding coding 1 complete
TRINITY_DN15029_c0_g2_i1 0.40060422960725073 1655 coding coding coding 1 complete
TRINITY_DN15098_c0_g1_i5 0.4364135407136322 2186 coding coding coding 1 complete
TRINITY_DN15034_c0_g1_i5 0.4192708333333333 1536 coding coding coding 1 complete
TRINITY_DN15034_c0_g1_i6 0.42600513259195893 1169 coding coding coding 1 complete
TRINITY_DN15034_c0_g1_i7 0.4158445440956652 3345 coding coding coding 1 complete
TRINITY_DN15034_c0_g1_i1 0.41366495140080045 3498 coding coding coding 1 complete
TRINITY_DN15034_c0_g1_i2 0.4269406392694064 2628 coding coding coding 1 3prime_partial
TRINITY_DN15034_c0_g1_i3 0.41566985645933013 3344 coding coding coding 1 complete
TRINITY_DN15034_c0_g1_i10 0.41292536459822704 3497 coding coding coding 1 complete
TRINITY_DN15092_c0_g1_i4 0.41108857336037863 1479 coding coding coding 1 complete
TRINITY_DN15092_c0_g1_i2 0.4232299124900557 1257 coding coding coding 1 complete
TRINITY_DN15092_c0_g1_i3 0.4012307692307692 1625 coding coding coding 1 complete
TRINITY_DN15002_c0_g1_i4 0.3794498381877023 2472 coding coding coding 1 complete
TRINITY_DN15002_c0_g1_i5 0.4101184068891281 2787 coding coding coding 1 complete
TRINITY_DN15002_c0_g1_i7 0.40491635370433593 2929 coding coding coding 1 complete
TRINITY_DN15002_c0_g1_i1 0.40189208128941833 2854 coding coding coding 1 complete
TRINITY_DN15002_c0_g1_i2 0.37505214851898205 2397 coding coding coding 1 complete
TRINITY_DN15002_c0_g1_i3 0.40707964601769914 2712 coding coding coding 1 complete
TRINITY_DN15002_c0_g1_i8 0.37960088691796007 2255 coding coding coding 1 complete
TRINITY_DN15002_c1_g2_i5 0.4576386526029262 2939 coding coding coding 1 5prime_partial
TRINITY_DN15073_c0_g1_i4 0.41700819672131145 1952 coding coding coding 1 complete
TRINITY_DN15073_c0_g1_i1 0.41556379036527263 1889 coding coding coding 1 complete
TRINITY_DN15025_c0_g1_i4 0.3535242290748899 908 coding coding coding 1 complete
TRINITY_DN15097_c0_g2_i1 0.4205087440381558 1258 coding coding coding 1 internal
TRINITY_DN15115_c0_g1_i1 0.387264457439896 1539 coding coding coding 1 complete
TRINITY_DN15164_c0_g1_i2 0.3888888888888889 1638 coding coding coding 1 complete
TRINITY_DN15143_c0_g1_i1 0.40930232558139534 1935 coding coding coding 1 complete
TRINITY_DN15172_c0_g1_i4 0.3872659176029963 1335 coding coding coding 1 complete
TRINITY_DN15172_c0_g1_i5 0.384 1375 coding coding coding 1 complete
TRINITY_DN15172_c0_g1_i2 0.3592592592592593 810 coding coding coding 1 complete
TRINITY_DN15172_c0_g1_i3 0.40584415584415584 616 coding coding coding 1 complete
TRINITY_DN15160_c0_g1_i4 0.3938697318007663 1305 coding coding coding 1 complete
TRINITY_DN15160_c0_g1_i5 0.3894736842105263 1520 coding coding coding 1 complete
TRINITY_DN15160_c0_g1_i1 0.3944 1250 coding coding coding 1 complete
TRINITY_DN15160_c0_g1_i2 0.3908355795148248 1484 coding coding coding 1 complete
TRINITY_DN15160_c0_g1_i3 0.3936249073387695 1349 coding coding coding 1 complete
TRINITY_DN15128_c0_g1_i10 0.4793577981651376 436 coding coding coding 1 complete
TRINITY_DN15232_c0_g4_i1 0.49086326402016384 1587 coding coding coding 1 complete
TRINITY_DN15277_c0_g1_i2 0.4384057971014493 1932 coding coding coding 1 complete
TRINITY_DN15277_c0_g1_i18 0.45359749739311783 1918 coding coding coding 1 complete
TRINITY_DN15277_c0_g1_i16 0.44476744186046513 2064 coding coding coding 1 complete
TRINITY_DN15277_c0_g1_i14 0.4424778761061947 2034 coding coding coding 1 complete
TRINITY_DN15277_c0_g1_i11 0.45187901008249315 1091 coding coding coding 1 complete
TRINITY_DN15278_c0_g1_i1 0.42867332382310985 1402 coding coding coding 1 3prime_partial
TRINITY_DN15206_c0_g1_i4 0.4055188962207559 1667 coding coding coding 1 complete
TRINITY_DN15206_c0_g1_i1 0.40159271899886234 1758 coding coding coding 1 complete
TRINITY_DN15293_c0_g1_i1 0.4750830564784053 1204 coding coding coding 1 complete
TRINITY_DN15296_c0_g1_i1 0.40834845735027225 2204 coding coding coding 1 complete
TRINITY_DN15381_c0_g1_i5 0.4281575898030128 1726 coding coding coding 1 3prime_partial
TRINITY_DN15381_c0_g1_i1 0.4147489539748954 1912 coding coding coding 1 complete
TRINITY_DN15381_c0_g1_i2 0.42865566037735847 1696 coding coding coding 1 3prime_partial
TRINITY_DN15355_c0_g1_i6 0.37073170731707317 820 coding coding coding 1 complete
TRINITY_DN15365_c0_g1_i1 0.41184387617765816 1486 coding coding coding 1 complete
TRINITY_DN15365_c0_g1_i2 0.3983972524327418 1747 coding coding coding 1 complete
TRINITY_DN15365_c0_g1_i3 0.4029943855271366 1603 coding coding coding 1 complete
TRINITY_DN15315_c0_g4_i1 0.44474814525575945 2561 coding coding coding 1 complete
TRINITY_DN15315_c0_g1_i4 0.43043478260869567 3220 coding coding coding 1 complete
TRINITY_DN15315_c0_g1_i5 0.42485380116959065 3420 coding coding coding 1 complete
TRINITY_DN15315_c0_g1_i6 0.42891566265060244 3320 coding coding coding 1 complete
TRINITY_DN15315_c0_g1_i1 0.42516016307513105 3434 coding coding coding 1 complete
TRINITY_DN15363_c0_g2_i1 0.42161775232641374 1397 coding coding coding 1 internal
TRINITY_DN15368_c0_g1_i1 0.40308370044052866 2270 coding coding coding 1 5prime_partial
TRINITY_DN15424_c0_g1_i4 0.3991741225051617 4359 coding coding coding 1 5prime_partial
TRINITY_DN15424_c0_g1_i1 0.40823970037453183 4272 coding coding coding 1 complete
TRINITY_DN15424_c0_g1_i2 0.40888982515272804 4747 coding coding coding 1 complete
TRINITY_DN15424_c0_g1_i3 0.4081311769991015 4452 coding coding coding 1 complete
TRINITY_DN15411_c0_g1_i6 0.4087715047249818 4127 coding coding coding 1 complete
TRINITY_DN15411_c0_g1_i7 0.4037589112119248 4629 coding coding coding 1 complete
TRINITY_DN15411_c0_g1_i1 0.41548927263212976 3822 coding coding coding 1 complete
TRINITY_DN15411_c0_g1_i8 0.4084975077142179 4213 coding coding coding 1 complete
TRINITY_DN15411_c0_g1_i9 0.4087272727272727 4125 coding coding coding 1 complete
TRINITY_DN15411_c0_g1_i12 0.4038757982823167 4541 coding coding coding 1 complete
TRINITY_DN15411_c0_g1_i10 0.40391811578252257 4543 coding coding coding 1 complete
TRINITY_DN15411_c0_g1_i11 0.4083608880491261 4234 coding coding coding 1 complete
TRINITY_DN15478_c0_g1_i1 0.4260355029585799 1183 coding coding coding 1 complete
TRINITY_DN15484_c0_g1_i4 0.44556677890011226 891 coding coding coding 1 3prime_partial
TRINITY_DN15484_c0_g1_i1 0.4444444444444444 783 coding coding coding 1 complete
TRINITY_DN15472_c0_g1_i1 0.4048507462686567 1608 coding coding coding 1 complete
TRINITY_DN15472_c0_g1_i2 0.41651308514559526 2713 coding coding coding 1 complete
TRINITY_DN15403_c1_g1_i1 0.420767004341534 2764 coding coding coding 1 complete
TRINITY_DN15499_c0_g1_i6 0.4061844863731656 1908 coding coding coding 1 complete
TRINITY_DN15499_c0_g1_i7 0.40561622464898595 1923 coding coding coding 1 complete
TRINITY_DN15499_c0_g1_i14 0.4063807531380753 1912 coding coding coding 1 complete
TRINITY_DN15416_c0_g1_i1 0.4026982829108749 2446 coding coding coding 1 complete
TRINITY_DN15466_c4_g1_i1 0.35693430656934305 1370 coding coding coding 1 3prime_partial
TRINITY_DN15466_c1_g1_i5 0.37635467980295567 1015 coding coding coding 1 complete
TRINITY_DN15466_c1_g1_i1 0.3724137931034483 1015 coding coding coding 1 complete
TRINITY_DN15444_c0_g1_i2 0.39905660377358493 1060 coding coding coding 1 3prime_partial
TRINITY_DN15469_c0_g1_i2 0.43870402802101577 1142 coding coding coding 1 complete
TRINITY_DN15473_c0_g1_i5 0.4073583029499503 3017 coding coding coding 1 complete
TRINITY_DN15577_c0_g1_i1 0.41134289439374183 1534 coding coding coding 1 complete
TRINITY_DN15567_c0_g1_i4 0.38664688427299704 3370 coding coding coding 1 complete
TRINITY_DN15581_c0_g1_i1 0.46705805609915196 1533 coding coding coding 1 5prime_partial
TRINITY_DN15512_c0_g1_i1 0.3847583643122677 1076 coding coding coding 1 complete
TRINITY_DN15512_c0_g1_i2 0.3850085178875639 1174 coding coding coding 1 complete
TRINITY_DN15527_c0_g1_i4 0.4009009009009009 1998 coding coding coding 1 complete
TRINITY_DN15527_c0_g1_i5 0.403948772678762 1874 coding coding coding 1 complete
TRINITY_DN15527_c0_g1_i6 0.41183431952662725 1690 coding coding coding 1 complete
TRINITY_DN15527_c0_g1_i1 0.39331210191082805 1884 coding coding coding 1 complete
TRINITY_DN15527_c0_g1_i2 0.40570522979397783 1893 coding coding coding 1 complete
TRINITY_DN15527_c0_g1_i3 0.396637891867333 2201 coding coding coding 1 complete
TRINITY_DN15542_c0_g1_i1 0.40801781737193765 2245 coding coding coding 1 complete
TRINITY_DN15542_c0_g1_i2 0.4017467248908297 2290 coding coding coding 1 complete
TRINITY_DN15560_c1_g1_i1 0.4061662198391421 1492 coding coding coding 1 3prime_partial
TRINITY_DN15587_c0_g1_i1 0.4816072439162422 1767 coding coding coding 1 complete
TRINITY_DN15561_c0_g1_i5 0.3960655737704918 1525 coding coding coding 1 5prime_partial
