"","TRINITY_ID","scaffold","t_start","t_end","strand"
"650","TRINITY_DN12829_c0_g1_i5","MA_100573","29328","29421","-"
"651","TRINITY_DN12972_c1_g1_i2","MA_135183|MA_9945","3233|34811","4163|36659","-|-"
"652","TRINITY_DN12929_c0_g3_i1","MA_10436451","18556","28282","+"
"653","TRINITY_DN12937_c0_g1_i8","MA_10713","22215","23051","+"
"654","TRINITY_DN13086_c0_g1_i12","MA_30269","1596","3488","-"
"655","TRINITY_DN13022_c0_g1_i1","MA_2692|MA_2692","27146|27382","27482|28796","-|-"
"656","TRINITY_DN13022_c0_g1_i8","MA_2692|MA_2692","27379|27382","27482|28796","-|-"
"657","TRINITY_DN13001_c0_g1_i2","MA_16450","37000","38812","-"
"658","TRINITY_DN13038_c0_g1_i4","MA_10430861","11089","13472","-"
"659","TRINITY_DN13038_c0_g1_i5","MA_10430861","11089","13151","-"
"660","TRINITY_DN13038_c0_g1_i7","MA_10430861","11089","13472","+"
"661","TRINITY_DN13038_c0_g1_i11","MA_10430861","11089","15014","-"
"662","TRINITY_DN13128_c0_g2_i8","MA_10431300|MA_115202|MA_174226","31628|10845|33024","31819|11079|33217","-|+|-"
"663","TRINITY_DN13165_c2_g1_i1","MA_102384|MA_2203","24888|30340","25428|30756","-|+"
"664","TRINITY_DN13188_c0_g1_i2","MA_10426362","9748","10059","+"
"665","TRINITY_DN13188_c0_g2_i2","MA_13635","43612","44754","-"
"666","TRINITY_DN13174_c0_g1_i1","MA_10433266","39117","40041","-"
"667","TRINITY_DN13270_c0_g1_i3","MA_55379","8876","9151","-"
"668","TRINITY_DN13294_c0_g1_i5","MA_94870","14827","16579","+"
"669","TRINITY_DN13294_c0_g1_i3","MA_94870","14827","16579","+"
"670","TRINITY_DN13351_c1_g2_i1","MA_87403","9132","12629","+"
"671","TRINITY_DN13351_c1_g2_i2","MA_87403","9132","11917","+"
"672","TRINITY_DN13356_c0_g2_i1","MA_10431924","3181","4523","-"
"673","TRINITY_DN13422_c0_g1_i12","MA_14588|MA_166338","100935|17185","102049|17747","-|-"
"674","TRINITY_DN13422_c0_g1_i7","MA_14588","101193","102048","-"
"675","TRINITY_DN13422_c0_g1_i1","MA_14588","101193","102049","-"
"676","TRINITY_DN13422_c0_g1_i9","MA_14588","101193","102049","-"
"677","TRINITY_DN13537_c0_g2_i3","MA_42402","53752","59370","+"
"678","TRINITY_DN13544_c0_g1_i4","MA_6676","11292","12163","+"
"679","TRINITY_DN13544_c0_g1_i5","MA_6676","11383","12163","+"
"680","TRINITY_DN13544_c0_g1_i2","MA_6676","11444","12163","+"
"681","TRINITY_DN13539_c0_g1_i1","MA_10363632","3438","3841","+"
"682","TRINITY_DN13549_c1_g2_i5","MA_10433000","10879","12740","-"
"683","TRINITY_DN13665_c0_g3_i2","MA_93138","32827","33781","+"
"684","TRINITY_DN13775_c0_g1_i1","MA_19542|MA_19542","10799|12746","13024|13033","-|-"
"685","TRINITY_DN13775_c0_g1_i2","MA_19542","10799","13033","-"
"686","TRINITY_DN13718_c0_g1_i9","MA_10434813|MA_160270","24747|9573","26131|10957","+|-"
"687","TRINITY_DN13746_c0_g1_i4","MA_147441","16026","16939","-"
"688","TRINITY_DN13799_c1_g1_i2","MA_10436279","17147","18209","+"
"689","TRINITY_DN13712_c0_g1_i9","MA_86381","14291","14310","+"
"690","TRINITY_DN13742_c0_g1_i4","MA_10318286|MA_179743","6882|13446","7979|14544","-|-"
"691","TRINITY_DN13846_c2_g1_i1","MA_10326610|MA_6365","10952|34458","11132|34767","-|-"
"692","TRINITY_DN13816_c0_g2_i1","MA_10427774","92514","92834","-"
"693","TRINITY_DN13837_c0_g2_i1","MA_1909","41245","42101","-"
"694","TRINITY_DN13826_c0_g1_i8","MA_10426376|MA_10426439","31603|22623","32150|23179","+|+"
"695","TRINITY_DN13898_c11_g1_i1","MA_34530","23785","24263","-"
"696","TRINITY_DN13970_c0_g1_i1","MA_164109","12383","13050","+"
"697","TRINITY_DN13970_c0_g1_i2","MA_164109","12383","13050","+"
"698","TRINITY_DN13950_c0_g1_i6","MA_10430861","13329","14175","-"
"699","TRINITY_DN13906_c0_g1_i7","MA_12044","16257","17451","-"
"700","TRINITY_DN13906_c0_g1_i8","MA_12044","16257","17451","-"
"701","TRINITY_DN13906_c0_g1_i13","MA_12044","16257","17451","-"
"702","TRINITY_DN13958_c0_g1_i7","MA_10435144|MA_36123","29836|12103","30493|12570","-|-"
"703","TRINITY_DN13910_c0_g1_i1","MA_20146|MA_20146","26776|27136","27309|27289","-|-"
"704","TRINITY_DN13910_c0_g1_i2","MA_20146|MA_20146","27136|27144","27289|27309","-|-"
"705","TRINITY_DN13962_c0_g1_i5","MA_106725","4106","4986","-"
"706","TRINITY_DN14045_c0_g1_i1","MA_65027","5593","5654","+"
"707","TRINITY_DN14094_c0_g4_i1","MA_8948319","2566","3534","+"
"708","TRINITY_DN14020_c0_g1_i1","MA_8470","41353","42095","-"
"709","TRINITY_DN14177_c0_g1_i7","MA_10713","19781","22064","+"
"710","TRINITY_DN14111_c1_g1_i1","MA_18726","2352","3178","-"
"711","TRINITY_DN14111_c1_g1_i2","MA_18726","2354","3178","-"
"712","TRINITY_DN14154_c0_g1_i1","MA_10991","20995","21510","-"
"713","TRINITY_DN14279_c0_g1_i1","MA_82066","20578","27941","-"
"714","TRINITY_DN14289_c0_g2_i1","MA_149984|MA_171519|MA_171707","4424|16584|30191","5289|24212|31108","-|-|+"
"715","TRINITY_DN14238_c0_g1_i2","MA_21240","26362","27001","+"
"716","TRINITY_DN14290_c0_g1_i1","MA_159974","17920","18131","+"
"717","TRINITY_DN14296_c0_g1_i5","MA_10426409","8819","9966","+"
"718","TRINITY_DN14278_c1_g1_i1","MA_45050","967","3817","+"
"719","TRINITY_DN14376_c0_g2_i3","MA_10436973","21935","23143","+"
"720","TRINITY_DN14376_c0_g2_i4","MA_10436973","21935","23143","+"
"721","TRINITY_DN14395_c0_g1_i4","MA_101892","28734","29629","-"
"722","TRINITY_DN14393_c0_g1_i2","MA_54930","4903","8518","-"
"723","TRINITY_DN14498_c0_g2_i1","MA_141826","13848","15316","-"
"724","TRINITY_DN14469_c0_g1_i3","MA_54033","24478","25062","+"
"725","TRINITY_DN14424_c1_g1_i1","MA_185972","5672","6077","+"
"726","TRINITY_DN14517_c0_g1_i6","MA_10435046","12525","14179","-"
"727","TRINITY_DN14526_c1_g1_i2","MA_42151","17128","17894","+"
"728","TRINITY_DN14546_c0_g1_i1","MA_10427531","3245","4693","+"
"729","TRINITY_DN14534_c0_g1_i4","MA_10427967","14405","16110","-"
"730","TRINITY_DN14534_c0_g1_i5","MA_10427967","14405","16110","-"
"731","TRINITY_DN14608_c0_g4_i1","MA_164754","4834","6580","-"
"732","TRINITY_DN14641_c0_g1_i1","MA_11289","1172","2145","-"
"733","TRINITY_DN14757_c0_g1_i1","MA_10429509","44929","45350","-"
"734","TRINITY_DN14982_c0_g1_i2","MA_18472","18768","18857","+"
"735","TRINITY_DN14918_c0_g1_i4","MA_16138","7458","17326","-"
"736","TRINITY_DN14918_c0_g1_i5","MA_16138","8126","18705","-"
"737","TRINITY_DN14918_c0_g1_i6","MA_16138","8126","17326","-"
"738","TRINITY_DN14918_c0_g1_i1","MA_16138","7458","17326","-"
"739","TRINITY_DN14918_c0_g1_i2","MA_16138","8126","18705","-"
"740","TRINITY_DN14918_c0_g1_i8","MA_16138","7458","17326","-"
"741","TRINITY_DN14918_c0_g1_i12","MA_16138","8126","17326","-"
"742","TRINITY_DN14991_c0_g2_i1","MA_7917","6318","6802","-"
"743","TRINITY_DN14929_c0_g2_i3","MA_7439","26249","26897","-"
"744","TRINITY_DN14968_c0_g1_i2","MA_10328961","20669","20884","+"
"745","TRINITY_DN14907_c0_g1_i1","MA_870","24969","25555","+"
"746","TRINITY_DN15060_c0_g1_i1","MA_10379733|MA_10379733","66037|66040","66425|66183","+|+"
"747","TRINITY_DN15060_c0_g1_i2","MA_10379733","65823","66425","+"
"748","TRINITY_DN15040_c1_g1_i7","MA_10437200","23789","25780","-"
"749","TRINITY_DN15040_c0_g1_i1","MA_88136","14070","15424","-"
"750","TRINITY_DN15083_c0_g1_i3","MA_95383|MA_95383","18033|18634","18755|18825","-|-"
"751","TRINITY_DN15102_c0_g1_i1","MA_109760","4477","4688","+"
"752","TRINITY_DN15102_c0_g1_i2","MA_109760","4477","4688","+"
"753","TRINITY_DN15143_c4_g1_i3","MA_35656","3507","9858","+"
"754","TRINITY_DN15101_c0_g1_i1","MA_18480","45132","45351","-"
"755","TRINITY_DN15211_c0_g1_i1","MA_12059","43516","44359","-"
"756","TRINITY_DN15201_c0_g2_i2","MA_10433104|MA_29246","4207|10362","4231|10637","-|+"
"757","TRINITY_DN15231_c0_g4_i1","MA_100910","13919","15119","-"
"758","TRINITY_DN15236_c0_g1_i3","MA_17859","52590","54657","-"
"759","TRINITY_DN15395_c0_g5_i1","MA_14588","103800","105270","-"
"760","TRINITY_DN15313_c0_g3_i1","MA_3313","37528","38720","+"
"761","TRINITY_DN15323_c0_g2_i1","MA_135972|MA_135972","29422|29546","29662|30525","-|-"
"762","TRINITY_DN15451_c0_g1_i3","MA_6372|MA_6372|MA_82066","10754|11112|20065","11109|11623|20399","+|+|-"
"763","TRINITY_DN15453_c0_g1_i1","MA_10427425","13612","13865","-"
"764","TRINITY_DN15482_c0_g1_i8","MA_10427850","13561","15720","-"
"765","TRINITY_DN15447_c0_g1_i1","MA_71196","24707","24931","-"
"766","TRINITY_DN15473_c1_g1_i3","MA_10435788|MA_10435788","6758|8218","9358|8358","-|-"
"767","TRINITY_DN15579_c0_g1_i1","MA_39905","14718","14980","-"
"768","TRINITY_DN15595_c0_g1_i1","MA_100494","14019","14516","-"
"769","TRINITY_DN15595_c0_g3_i1","MA_10434225","5843","7668","+"
"770","TRINITY_DN15570_c0_g1_i4","MA_16336","25309","29711","-"
"771","TRINITY_DN15699_c0_g1_i2","MA_55530","1911","2736","-"
"772","TRINITY_DN15671_c0_g1_i1","MA_10343722","11195","12255","+"
"773","TRINITY_DN15600_c0_g1_i1","MA_171883|MA_5390","12046|8555","12134|8737","-|-"
"774","TRINITY_DN15691_c0_g1_i2","MA_10429800","33976","36744","-"
"775","TRINITY_DN15684_c0_g1_i3","MA_10428376","28197","28849","+"
"776","TRINITY_DN15753_c0_g1_i2","MA_3907|MA_7197","60911|4657","61275|4959","+|+"
"777","TRINITY_DN15720_c0_g1_i2","MA_10435459","14483","14835","-"
"778","TRINITY_DN15709_c0_g1_i3","MA_107288|MA_107288","6321|7232","7600|7864","-|+"
"779","TRINITY_DN15774_c0_g1_i4","MA_10427644","40988","41869","+"
"780","TRINITY_DN15774_c0_g1_i2","MA_10427644","40988","41869","+"
"781","TRINITY_DN15774_c0_g2_i1","MA_95363","18044","19250","-"
"782","TRINITY_DN15774_c0_g2_i2","MA_95363","18044","19250","-"
"783","TRINITY_DN15774_c0_g3_i1","MA_10427644|MA_10436637","40841|25373","41596|26527","+|-"
"784","TRINITY_DN15764_c0_g1_i1","MA_16450","32872","37095","-"
"785","TRINITY_DN15764_c0_g1_i3","MA_16450","32872","37058","-"
"786","TRINITY_DN15801_c0_g1_i1","MA_10436605","3537","3901","+"
"787","TRINITY_DN15829_c0_g1_i5","MA_41592|MA_41592","31791|35332","35621|35467","-|-"
"788","TRINITY_DN15829_c0_g1_i6","MA_41592|MA_41592","31791|35332","35621|35467","-|-"
"789","TRINITY_DN15829_c0_g1_i1","MA_41592|MA_41592","32572|35332","35621|35467","-|-"
"790","TRINITY_DN15866_c1_g1_i1","MA_5395","21721","23539","+"
"791","TRINITY_DN15917_c0_g4_i2","MA_10433266","35318","35768","-"
"792","TRINITY_DN15919_c0_g2_i3","MA_134470","11860","14543","+"
"793","TRINITY_DN15997_c0_g1_i8","MA_10430391|MA_41696","59984|17861","60539|27243","-|+"
"794","TRINITY_DN15914_c0_g2_i3","MA_10432156|MA_10432156","19420|20180","20587|20343","+|+"
"795","TRINITY_DN15914_c0_g2_i5","MA_10432156|MA_10432156","19420|20180","20587|20343","+|+"
"796","TRINITY_DN16011_c1_g1_i1","MA_72440","17289","17581","+"
"797","TRINITY_DN16018_c0_g1_i8","MA_10435046","3733","4420","-"
"798","TRINITY_DN16012_c0_g3_i1","MA_10426897|MA_10431401","6730|29491","7489|29669","-|-"
"799","TRINITY_DN16163_c0_g1_i2","MA_11426|MA_78031","9115|22117","9556|22468","+|+"
"800","TRINITY_DN16198_c0_g1_i1","MA_183806","21094","21758","-"
"801","TRINITY_DN16206_c0_g1_i12","MA_17620","28528","29045","-"
"802","TRINITY_DN16253_c0_g1_i2","MA_10430317","16732","16975","-"
"803","TRINITY_DN16224_c0_g1_i10","MA_61622","2366","2971","-"
"804","TRINITY_DN16218_c0_g1_i2","MA_10436821","584","881","+"
"805","TRINITY_DN16295_c0_g1_i4","MA_21130","6912","9160","-"
"806","TRINITY_DN16255_c0_g1_i1","MA_60296","10834","12136","-"
"807","TRINITY_DN16363_c2_g2_i1","MA_18493","41029","41609","+"
"808","TRINITY_DN16399_c0_g1_i2","MA_158067|MA_158067","5103|5276","5481|7320","-|-"
"809","TRINITY_DN16323_c1_g1_i1","MA_88136","15375","16406","-"
"810","TRINITY_DN16455_c0_g1_i1","MA_167634","22141","22668","-"
"811","TRINITY_DN16415_c1_g2_i1","MA_10435395|MA_169203","36688|16479","36901|19551","-|+"
"812","TRINITY_DN16416_c1_g3_i1","MA_99207","24583","26366","-"
"813","TRINITY_DN16554_c0_g1_i4","MA_10322857|MA_145920","24684|17517","25298|18125","+|+"
"814","TRINITY_DN16534_c0_g1_i1","MA_913073","6162","7753","+"
"815","TRINITY_DN16591_c0_g1_i12","MA_10432994","26306","28186","+"
"816","TRINITY_DN16681_c0_g1_i10","MA_129368","11937","12914","-"
"817","TRINITY_DN16639_c0_g1_i5","MA_16138","12067","13627","-"
"818","TRINITY_DN16639_c0_g1_i3","MA_16138|MA_16138","12067|12563","14616|13338","+|-"
"819","TRINITY_DN16777_c0_g2_i1","MA_40721","14181","15246","-"
"820","TRINITY_DN16790_c0_g1_i1","MA_136308","3128","3586","+"
"821","TRINITY_DN16711_c0_g2_i2","MA_10435786","6247","6739","-"
"822","TRINITY_DN16701_c1_g1_i6","MA_10429081|MA_10434956|MA_29665","9135|228|9946","9613|691|10425","-|+|+"
"823","TRINITY_DN16709_c0_g1_i1","MA_10431374","16970","17054","+"
"824","TRINITY_DN16778_c0_g1_i2","MA_10434813","35302","35599","+"
"825","TRINITY_DN16885_c1_g1_i1","MA_10432429","13566","15002","+"
"826","TRINITY_DN16876_c0_g2_i1","MA_76187","11607","11931","-"
"827","TRINITY_DN16859_c0_g3_i1","MA_104160","142272","143540","+"
"828","TRINITY_DN16836_c0_g1_i16","MA_10436637","12196","14954","-"
"829","TRINITY_DN16916_c0_g1_i1","MA_166667","14344","16680","+"
"830","TRINITY_DN16910_c0_g1_i11","MA_45536","23128","23966","+"
"831","TRINITY_DN16926_c0_g1_i1","MA_71196","26187","26574","-"
"832","TRINITY_DN16969_c0_g1_i4","MA_10429587","21533","21885","-"
"833","TRINITY_DN16969_c0_g1_i19","MA_10429587","21533","21885","-"
"834","TRINITY_DN17027_c0_g1_i3","MA_173733|MA_39941","9525|40743","10018|41598","-|+"
"835","TRINITY_DN17074_c0_g1_i1","MA_72094","1","3634","-"
"836","TRINITY_DN17074_c0_g1_i8","MA_10433564|MA_10433564|MA_1209|MA_3326|MA_72094","19895|23835|28955|41626|1","19919|23859|28979|41661|3634","+|+|-|+|-"
"837","TRINITY_DN17105_c0_g1_i2","MA_177178","12088","13618","-"
"838","TRINITY_DN17111_c0_g1_i2","MA_99207","20973","22460","+"
"839","TRINITY_DN17199_c0_g1_i11","MA_10431870|MA_98013","9801|4634","9970|5134","-|+"
"840","TRINITY_DN17214_c0_g1_i1","MA_11619","26336","27038","+"
"841","TRINITY_DN17292_c0_g1_i5","MA_91451","23131","24863","+"
"842","TRINITY_DN17288_c1_g2_i3","MA_182690","9382","10541","-"
"843","TRINITY_DN17368_c0_g1_i3","MA_10429217","10842","10953","+"
"844","TRINITY_DN17356_c0_g5_i1","MA_10430285","10393","11362","+"
"845","TRINITY_DN17321_c0_g1_i8","MA_168509","10485","11827","-"
"846","TRINITY_DN17449_c0_g1_i1","MA_41701","24401","31198","+"
"847","TRINITY_DN17555_c0_g1_i2","MA_33594|MA_33594","16530|16943","16572|16997","+|+"
"848","TRINITY_DN17656_c0_g1_i5","MA_10426275|MA_10426275","1|282","975|1095","-|-"
"849","TRINITY_DN17622_c0_g1_i1","MA_170770|MA_183104","23690|19383","23991|19663","+|+"
"850","TRINITY_DN17695_c0_g1_i1","MA_168553","3090","6521","+"
"851","TRINITY_DN17695_c0_g1_i2","MA_168553","3090","6521","+"
"852","TRINITY_DN17663_c1_g1_i1","MA_10430520","20393","21958","-"
"853","TRINITY_DN17663_c0_g2_i1","MA_41696","18048","18760","+"
"854","TRINITY_DN17761_c0_g1_i4","MA_10434484","24159","27263","-"
"855","TRINITY_DN17761_c0_g1_i9","MA_10434484","24159","27263","-"
"856","TRINITY_DN17761_c0_g1_i17","MA_10434484","25410","26513","-"
"857","TRINITY_DN17761_c0_g1_i13","MA_10434484","25410","27263","-"
"858","TRINITY_DN17761_c0_g1_i11","MA_10434484","25124","26513","-"
"859","TRINITY_DN17792_c0_g1_i5","MA_6622","25932","28301","-"
"860","TRINITY_DN17804_c0_g1_i2","MA_10432351","3409","4103","+"
"861","TRINITY_DN17816_c0_g1_i1","MA_10301966|MA_10364181|MA_10432548|MA_153117|MA_167384","27201|18825|1075|31049|25983","27455|19079|1329|31303|26237","-|-|-|+|+"
"862","TRINITY_DN17828_c0_g3_i1","MA_78490","1125","3771","+"
"863","TRINITY_DN17943_c0_g1_i1","MA_16299","13627","14979","-"
"864","TRINITY_DN18038_c0_g1_i1","MA_10427606","1235","1683","-"
"865","TRINITY_DN18178_c0_g1_i2","MA_94911","8641","9556","-"
"866","TRINITY_DN18123_c0_g1_i2","MA_10426096|MA_20129","29286|21005","30117|21696","+|-"
"867","TRINITY_DN18124_c1_g1_i1","MA_94584","611","2495","+"
"868","TRINITY_DN18294_c0_g1_i2","MA_19801","72170","72721","-"
"869","TRINITY_DN18284_c0_g1_i2","MA_4923","27412","27769","-"
"870","TRINITY_DN18392_c0_g1_i2","MA_11241|MA_84354","56961|17546","57619|17915","+|+"
"871","TRINITY_DN18308_c0_g1_i5","MA_10426135|MA_10426135","14373|14852","15032|15112","-|-"
"872","TRINITY_DN18308_c0_g1_i6","MA_10426135|MA_10426135","14373|14842","14954|15668","+|-"
"873","TRINITY_DN18313_c0_g1_i7","MA_10426347|MA_162940|MA_3234","29517|859|75246","30210|1552|75984","-|+|-"
"874","TRINITY_DN18352_c1_g1_i6","MA_10427022|MA_14736","9521|54262","10340|54888","+|-"
"875","TRINITY_DN18352_c1_g1_i3","MA_14736","54524","54877","-"
"876","TRINITY_DN18310_c0_g1_i5","MA_15732","19872","26950","-"
"877","TRINITY_DN18310_c0_g1_i3","MA_15732","19872","26950","-"
"878","TRINITY_DN18403_c0_g1_i15","MA_21214","37669","38481","-"
"879","TRINITY_DN18466_c1_g1_i1","MA_3007","14595","15389","-"
"880","TRINITY_DN18456_c0_g1_i1","MA_37749","14960","15985","-"
"881","TRINITY_DN18456_c0_g1_i2","MA_37749","14960","15287","-"
"882","TRINITY_DN18446_c1_g1_i4","MA_10428073","16200","16494","+"
"883","TRINITY_DN18464_c0_g1_i2","MA_10435201","43124","45090","+"
"884","TRINITY_DN18497_c0_g1_i4","MA_10429509","865","1325","-"
"885","TRINITY_DN18497_c0_g1_i3","MA_10429509","11127","11471","-"
"886","TRINITY_DN18550_c0_g1_i3","MA_10437107","3745","3969","+"
"887","TRINITY_DN18558_c0_g1_i1","MA_10376432","35452","35563","+"
"888","TRINITY_DN18656_c0_g2_i2","MA_18375","31649","32046","-"
"889","TRINITY_DN18687_c0_g1_i1","MA_10434024","4814","5611","+"
"890","TRINITY_DN18687_c0_g1_i2","MA_10434024","4814","5611","+"
"891","TRINITY_DN18642_c0_g1_i3","MA_57341","14736","18841","-"
"892","TRINITY_DN18736_c0_g1_i1","MA_167634","20425","21530","-"
"893","TRINITY_DN18798_c1_g1_i1","MA_10431506","4320","4827","-"
"894","TRINITY_DN18768_c0_g1_i1","MA_104824|MA_104824","7621|7811","7995|8196","-|-"
"895","TRINITY_DN18701_c0_g1_i5","MA_159855|MA_172626","12385|13482","14680|15777","-|+"
"896","TRINITY_DN18701_c0_g1_i1","MA_159855|MA_172626","12385|13482","14680|15777","-|+"
"897","TRINITY_DN18843_c0_g2_i3","MA_10434813|MA_160270","26004|9444","26260|9700","+|-"
"898","TRINITY_DN18843_c0_g2_i5","MA_10434813|MA_160270","26004|9444","26260|9700","+|-"
"899","TRINITY_DN18843_c0_g2_i4","MA_10434813|MA_160270","26004|9444","26260|9700","+|-"
"900","TRINITY_DN18843_c0_g2_i6","MA_10434813|MA_160270","26004|9444","26260|9700","+|-"
"901","TRINITY_DN18884_c2_g1_i1","MA_10428023|MA_10435066","1965|6212","2347|6511","-|-"
"902","TRINITY_DN18976_c0_g1_i7","MA_10436962","20624","21865","-"
"903","TRINITY_DN18910_c0_g3_i2","MA_53043","24663","25542","+"
"904","TRINITY_DN19039_c0_g1_i1","MA_20474|MA_20474","104000|115549","104634|116192","+|-"
"905","TRINITY_DN19039_c0_g1_i2","MA_20474|MA_20474","104000|115549","104634|116192","+|-"
"906","TRINITY_DN19091_c0_g1_i1","MA_94744","7679","9707","-"
"907","TRINITY_DN19199_c0_g2_i1","MA_116409|MA_163776|MA_185013|MA_57759","6247|12249|21272|52470","7715|12794|21815|53013","-|+|+|-"
"908","TRINITY_DN19269_c3_g1_i1","MA_36613","3929","4154","+"
"909","TRINITY_DN19295_c1_g1_i8","MA_162905","21213","23147","-"
"910","TRINITY_DN19295_c1_g1_i1","MA_162905","22307","23147","-"
"911","TRINITY_DN19252_c0_g1_i2","MA_88936","10410","11184","-"
"912","TRINITY_DN19204_c0_g1_i6","MA_49028","6592","6911","+"
"913","TRINITY_DN19380_c0_g1_i1","MA_18474","55131","56073","+"
"914","TRINITY_DN19557_c0_g1_i7","MA_1611","9582","9977","-"
"915","TRINITY_DN19529_c0_g1_i5","MA_179660|MA_180101","7705|10226","9567|10589","-|+"
"916","TRINITY_DN19582_c0_g1_i8","MA_10428073","20152","29011","+"
"917","TRINITY_DN19623_c0_g1_i4","MA_10430316","37669","38770","+"
"918","TRINITY_DN19623_c0_g1_i9","MA_10430316","37669","38770","+"
"919","TRINITY_DN19720_c0_g1_i1","MA_124511","5323","6474","+"
"920","TRINITY_DN19789_c0_g1_i3","MA_3394","21853","22238","-"
"921","TRINITY_DN19872_c1_g1_i4","MA_5963","16747","19653","+"
"922","TRINITY_DN19938_c1_g1_i1","MA_72133","40860","41316","-"
"923","TRINITY_DN19930_c0_g1_i4","MA_7927","37522","42538","-"
"924","TRINITY_DN19930_c0_g1_i1","MA_7927","37522","42538","-"
"925","TRINITY_DN19969_c0_g1_i1","MA_19048","32778","36790","-"
"926","TRINITY_DN19969_c0_g1_i2","MA_19048","32778","36790","-"
"927","TRINITY_DN19956_c0_g1_i2","MA_2988|MA_2988","47938|48112","50874|48216","+|+"
"928","TRINITY_DN20091_c0_g1_i4","MA_18557","87324","88006","-"
"929","TRINITY_DN20057_c0_g2_i1","MA_10426897|MA_123433","3313|10661","3538|11810","-|-"
"930","TRINITY_DN20052_c0_g1_i1","MA_10433039|MA_143140","10212|7300","10365|7481","-|-"
"931","TRINITY_DN20150_c0_g1_i6","MA_18493|MA_47344","39175|9620","39771|9780","+|-"
"932","TRINITY_DN20145_c2_g2_i2","MA_10431025","14495","15784","-"
"933","TRINITY_DN20145_c2_g2_i6","MA_10431025","14495","15784","-"
"934","TRINITY_DN20145_c2_g2_i5","MA_10431025","14495","15784","-"
"935","TRINITY_DN20232_c0_g2_i1","MA_19542","20569","23121","-"
"936","TRINITY_DN20239_c0_g1_i7","MA_113808","23153","24065","+"
"937","TRINITY_DN20283_c0_g1_i2","MA_10436782","34757","35657","-"
"938","TRINITY_DN20371_c0_g1_i1","MA_97770","8878","9778","-"
"939","TRINITY_DN20303_c0_g1_i5","MA_10426629|MA_65344","8893|31604","9696|32404","-|+"
"940","TRINITY_DN20452_c0_g2_i2","MA_29879","27579","29056","+"
"941","TRINITY_DN20419_c0_g1_i1","MA_16148","57252","58273","+"
"942","TRINITY_DN20526_c0_g1_i1","MA_104182","14553","15676","-"
"943","TRINITY_DN20571_c0_g1_i1","MA_22366|MA_22366","21136|21496","21606|22905","+|+"
"944","TRINITY_DN20564_c0_g1_i2","MA_10051","17569","18389","-"
"945","TRINITY_DN20549_c0_g1_i4","MA_10429358|MA_61843","5015|21270","5347|21596","-|+"
"946","TRINITY_DN20549_c0_g1_i1","MA_10429358","809","5347","-"
"947","TRINITY_DN20549_c0_g1_i3","MA_10429358|MA_10429358","809|4957","5384|5347","-|-"
"948","TRINITY_DN20669_c0_g1_i6","MA_10426701","65344","66240","+"
"949","TRINITY_DN20637_c0_g2_i1","MA_92056","23791","24568","+"
"950","TRINITY_DN20626_c0_g1_i3","MA_136044","29637","31493","+"
"951","TRINITY_DN20729_c0_g1_i2","MA_19619","25649","40779","-"
"952","TRINITY_DN20780_c1_g1_i1","MA_4300","25223","25624","-"
"953","TRINITY_DN20722_c0_g1_i1","MA_10433143","22183","22436","-"
"954","TRINITY_DN20869_c0_g1_i1","MA_164201","5260","5282","-"
"955","TRINITY_DN20853_c0_g1_i3","MA_41696","18761","20501","+"
"956","TRINITY_DN20853_c0_g1_i11","MA_41696","18761","20501","+"
"957","TRINITY_DN20802_c0_g1_i1","MA_10432154|MA_48815","393|19235","764|19502","+|-"
"958","TRINITY_DN20865_c0_g1_i2","MA_317249","3623","4647","-"
"959","TRINITY_DN20852_c0_g3_i1","MA_102060","8707","10350","-"
"960","TRINITY_DN20999_c0_g1_i1","MA_631","19324","19797","+"
"961","TRINITY_DN20977_c0_g1_i2","MA_10431460","32497","33683","-"
"962","TRINITY_DN20952_c0_g1_i1","MA_10434813|MA_160270","27526|7651","28053|8178","+|-"
"963","TRINITY_DN20952_c0_g1_i2","MA_10434813|MA_160270","27526|7933","27771|8178","+|-"
"964","TRINITY_DN20959_c0_g1_i1","MA_21240","24511","25108","+"
"965","TRINITY_DN20932_c0_g1_i1","MA_113808","24063","25236","+"
"966","TRINITY_DN20932_c0_g1_i2","MA_113808","24063","25236","+"
"967","TRINITY_DN20903_c0_g1_i2","MA_4807","36954","38115","+"
"968","TRINITY_DN21000_c0_g1_i1","MA_28968","24953","25725","-"
"969","TRINITY_DN21041_c1_g1_i1","MA_8126","22562","25152","-"
"970","TRINITY_DN21034_c0_g1_i5","MA_141102","958","3734","-"
"971","TRINITY_DN21034_c0_g1_i14","MA_141102","12","3734","-"
"972","TRINITY_DN21163_c0_g1_i8","MA_9988","22965","23728","-"
"973","TRINITY_DN21178_c0_g1_i1","MA_12044|MA_12044","13323|13449","13437|13671","-|-"
"974","TRINITY_DN21178_c0_g1_i2","MA_12044","13404","13671","-"
"975","TRINITY_DN21192_c1_g1_i3","MA_10435617|MA_148315","9293|2070","9524|2492","+|+"
"976","TRINITY_DN21269_c2_g2_i1","MA_51406","16568","18594","-"
"977","TRINITY_DN21262_c0_g2_i10","MA_164087|MA_19558","6665|81095","11381|81848","+|+"
"978","TRINITY_DN21223_c1_g4_i1","MA_10431227","7378","10172","+"
"979","TRINITY_DN21200_c0_g3_i1","MA_46922","26079","26753","-"
"980","TRINITY_DN21359_c0_g1_i4","MA_10436424","37909","37929","+"
